Age_group,Area,FamilyStatus,Education,Income,Religion,Gender,Frequency-YouTube,Frequency-Facebook,Frequency-TikTok,Frequency-Twitter,Frequency-Instagram,Frequency-LinkedIn,Frequency-WhatsApp,ID,B-YouTube,B-Facebook,B-TikTok,B-Twitter,B-Instagram,B-LinkedIn,B-WhatsApp,Age_group-num,Income-num,Frequency-Instagram-num,Frequency-Facebook-num,Frequency-Twitter-num,Frequency-YouTube-num
31-39,South,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Jewish - Traditional,Female,Daily,Daily,Daily,Several times a month,Several times a week,Not Using,Daily,381,1,1,1,1,1,0,1,38,2869,28,29,8,30
25-30,Jerusalem,Single,Academic,Way below Average,Jewish - Secular,Female,Daily,Several times a week,Not Using,Not Using,Daily,Not Using,Daily,382,1,1,0,0,1,0,1,30,455,31,28,0,29
50-64,South,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Several times a month,Less often,Daily,Less often,Less often,Less often,Daily,383,1,1,1,1,1,1,1,57,7954,3,3,1,7
25-30,Center,Married,Academic,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Daily,Several times a month,Daily,384,1,1,0,0,1,1,1,26,6709,29,31,0,30
40-49,South,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Several times a week,Daily,Less often,Several times a month,Several times a week,Not Using,Not Using,385,1,1,1,1,1,0,0,45,7970,21,29,10,15
31-39,Center,Married,Academic,below Average,Jewish - Traditional,Female,Daily,Not Using,Several times a month,Not Using,Daily,Not Using,Daily,386,1,0,1,0,1,0,1,37,3981,31,0,0,31
25-30,Center,Married,Academic,below Average,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,387,1,1,0,0,1,0,1,26,4500,31,31,0,30
25-30,South,Married,Academic,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,388,1,1,1,0,1,0,1,27,5702,29,31,0,30
50-64,Haifa,Married,Academic,Similar to Average,Jewish - National Religious,Male,Daily,Daily,Not Using,Not Using,Not Using,Daily,Daily,389,1,1,0,0,0,1,1,59,7682,0,30,0,31
40-49,North,Divorced/Separated/Widowed/Single Parent,Secondary,below Average,Jewish - Secular,Male,Not Using,Not Using,Less often,Less often,Less often,Not Using,Less often,390,0,0,1,1,1,0,1,41,4582,4,0,2,0
50-64,Yehoda and Shomron,Married,Academic,Similar to Average,Jewish - Traditional,Male,Several times a month,Daily,Several times a month,Not Using,Less often,Not Using,Daily,391,1,1,1,0,1,0,1,59,6600,3,29,0,8
50-64,North,Married,Academic,Way below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,392,1,1,0,0,1,0,1,50,130,29,29,0,29
25-30,Center,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Several times a week,Less often,Less often,Daily,393,1,1,1,1,1,1,1,25,6846,4,18,14,23
18-24,Center,Single,Secondary,Other Responses,Jewish - Secular,Male,Daily,Not Using,Daily,Several times a month,Daily,Not Using,Daily,394,1,0,1,1,1,0,1,18,0,31,0,9,30
25-30,Center,Married,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Less often,Not Using,Daily,Less often,Daily,395,1,1,1,0,1,1,1,27,9387,31,31,0,17
50-64,Center,Married,Academic,Above Average,Jewish - Traditional,Male,Several times a week,Daily,Not Using,Several times a month,Less often,Several times a month,Daily,396,1,1,0,1,1,1,1,55,10867,3,29,7,25
18-24,Jerusalem,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Female,Daily,Several times a week,Several times a week,Less often,Less often,Several times a month,Several times a week,397,1,1,1,1,1,1,1,24,3693,4,25,3,31
40-49,Tel Aviv,Single,Academic,Similar to Average,Jewish - Secular,Female,Daily,Daily,Daily,Daily,Daily,Daily,Daily,398,1,1,1,1,1,1,1,49,6395,29,31,30,30
50-64,North,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Several times a month,Daily,Not Using,Not Using,Several times a month,Several times a week,Daily,399,1,1,0,0,1,1,1,56,5794,9,30,0,7
31-39,Center,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Traditional,Male,Daily,Not Using,Several times a month,Not Using,Not Using,Not Using,Daily,400,1,0,1,0,0,0,1,33,29,0,0,0,30
50-64,South,Married,Academic,Similar to Average,Jewish - Orthodox,Female,Several times a week,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,401,1,1,0,0,0,0,1,51,5149,0,6,0,28
31-39,North,Married,Academic,below Average,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,402,1,0,0,0,0,0,1,39,4803,0,0,0,31
31-39,Tel Aviv,Married,Academic,Similar to Average,Jewish - Secular,Male,Daily,Daily,Daily,Not Using,Several times a week,Several times a week,Daily,403,1,1,1,0,1,1,1,38,6320,12,30,0,30
40-49,North,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Female,Daily,Daily,Several times a week,Several times a week,Daily,Several times a month,Daily,404,1,1,1,1,1,1,1,49,7059,30,30,22,29
31-39,South,Married,Secondary,Other Responses,Jewish - Orthodox,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,405,1,0,0,0,0,0,0,37,0,0,0,0,18
40-49,Tel Aviv,Single,Academic,Way below Average,Jewish - National Religious,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,406,1,0,0,0,0,0,1,48,2724,0,0,0,20
50-64,Center,Single,Academic,Similar to Average,Jewish - Secular,Male,Daily,Daily,Not Using,Daily,Not Using,Not Using,Daily,407,1,1,0,1,0,0,1,53,6137,0,30,31,29
31-39,Jerusalem,Married,Secondary,Other Responses,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,408,1,1,0,0,1,0,1,34,0,1,31,0,30
65+,Tel Aviv,Married,Secondary,Way below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,409,1,1,0,0,0,0,1,65,187,0,31,0,16
25-30,North,Married,Academic,Above Average,Jewish - Traditional,Female,Several times a month,Daily,Not Using,Not Using,Daily,Several times a week,Daily,410,1,1,0,0,1,1,1,30,10855,29,29,0,6
31-39,Haifa,Single,Academic,Way below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Less often,Less often,Daily,411,1,1,0,0,1,1,1,33,2792,4,31,0,29
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Female,Several times a week,Several times a week,Not Using,Several times a week,Several times a week,Less often,Daily,412,1,1,0,1,1,1,1,37,6251,24,28,24,19
25-30,Jerusalem,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Daily,Not Using,Daily,Not Using,Daily,413,1,1,1,0,1,0,1,28,6334,31,21,0,15
50-64,Haifa,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Jewish - Orthodox,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,414,1,1,0,0,0,0,0,51,98,0,30,0,28
18-24,Center,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,415,1,1,1,0,1,0,1,19,5055,29,11,0,19
25-30,Haifa,Single,Academic,below Average,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Daily,Several times a week,Daily,416,1,1,0,0,1,1,1,30,3623,31,29,0,5
18-24,Tel Aviv,Single,Secondary,Similar to Average,Jewish - Secular,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,417,1,1,1,0,1,0,1,20,7712,31,31,0,31
25-30,Tel Aviv,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Daily,Less often,Not Using,Daily,Not Using,Daily,418,1,1,1,0,1,0,1,25,5758,30,29,0,27
40-49,Tel Aviv,Married,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Not Using,Daily,Daily,Several times a month,Daily,419,1,1,0,1,1,1,1,49,8406,30,31,30,31
25-30,Jerusalem,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Not Using,Several times a week,Not Using,Daily,420,1,1,1,0,1,0,1,30,7117,28,15,0,13
31-39,Tel Aviv,Single,Academic,Above Average,Jewish - Traditional,Male,Several times a month,Daily,Not Using,Not Using,Daily,Several times a month,Daily,421,1,1,0,0,1,1,1,36,9313,30,30,0,6
25-30,Jerusalem,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Male,Several times a week,Daily,Not Using,Daily,Less often,Not Using,Daily,422,1,1,0,1,1,0,1,26,6786,1,30,30,12
31-39,Center,Single,Secondary,Way below Average,Jewish - Traditional,Male,Daily,Daily,Daily,Several times a month,Daily,Less often,Daily,423,1,1,1,1,1,1,1,36,751,29,30,6,29
40-49,Center,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Jewish - Secular,Female,Daily,Daily,Daily,Less often,Daily,Less often,Daily,424,1,1,1,1,1,1,1,40,1763,30,30,3,31
65+,Tel Aviv,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Traditional,Female,Several times a week,Several times a month,Several times a month,Several times a month,Several times a month,Less often,Several times a week,425,1,1,1,1,1,1,1,68,5365,5,7,7,26
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Less often,Not Using,Several times a month,Not Using,Daily,426,1,1,1,0,1,0,1,36,7027,10,19,0,12
40-49,Tel Aviv,Married,Secondary,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,427,1,1,1,1,1,0,1,45,5482,31,31,1,30
40-49,Haifa,Married,Academic,Way below Average,Jewish - National Religious,Male,Daily,Daily,Not Using,Less often,Less often,Less often,Daily,428,1,1,0,1,1,1,1,44,2249,3,30,4,30
40-49,Haifa,Married,Academic,below Average,Jewish - Secular,Male,Daily,Several times a week,Not Using,Less often,Several times a month,Not Using,Daily,429,1,1,0,1,1,0,1,40,3154,8,26,1,30
31-39,Tel Aviv,Married,Academic,Way Above Average,Jewish - Secular,Male,Daily,Daily,Several times a week,Daily,Daily,Several times a month,Daily,430,1,1,1,1,1,1,1,38,18618,30,29,31,30
40-49,South,Married,Academic,Way Above Average,Jewish - Traditional,Male,Several times a week,Daily,Several times a week,Several times a week,Daily,Several times a week,Daily,431,1,1,1,1,1,1,1,44,12525,31,31,27,21
50-64,Haifa,Married,Academic,Other Responses,Jewish - National Religious,Male,Less often,Daily,Less often,Less often,Less often,Not Using,Daily,432,1,1,1,1,1,0,1,61,0,1,29,2,3
25-30,Jerusalem,Married,Secondary,Similar to Average,Jewish - Secular,Male,Daily,Several times a week,Not Using,Not Using,Not Using,Not Using,Daily,433,1,1,0,0,0,0,1,28,7121,0,23,0,31
40-49,Tel Aviv,Married,Academic,Way Above Average,Jewish - Secular,Male,Daily,Several times a week,Not Using,Not Using,Several times a month,Several times a month,Daily,434,1,1,0,0,1,1,1,44,13344,5,12,0,31
40-49,North,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Not Using,Several times a week,Several times a month,Several times a month,Daily,435,1,1,0,1,1,1,1,46,6041,6,14,28,25
31-39,Haifa,Married,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Several times a week,Less often,Several times a month,Several times a week,Daily,Daily,436,1,1,1,1,1,1,1,34,6665,20,16,10,16
31-39,Haifa,Married,Academic,Similar to Average,Jewish - Secular,Male,Several times a month,Several times a week,Less often,Not Using,Daily,Daily,Daily,437,1,1,1,0,1,1,1,36,6241,30,15,0,8
40-49,Tel Aviv,Married,Academic,Similar to Average,Jewish - National Religious,Male,Daily,Daily,Daily,Daily,Daily,Several times a week,Daily,438,1,1,1,1,1,1,1,43,5061,31,29,30,31
40-49,Center,Single,Academic,below Average,Jewish - Traditional,Female,Several times a month,Less often,Not Using,Less often,Not Using,Less often,Daily,439,1,1,0,1,0,1,1,42,3939,0,3,1,5
25-30,Tel Aviv,Married,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a month,Several times a week,Several times a week,Several times a month,Several times a week,Several times a week,440,1,1,1,1,1,1,1,28,6640,10,5,28,22
31-39,Center,Married,Secondary,below Average,Jewish - Traditional,Male,Daily,Daily,Daily,Less often,Daily,Less often,Daily,441,1,1,1,1,1,1,1,32,3042,29,29,4,31
40-49,North,Married,Secondary,Above Average,Jewish - Traditional,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,442,1,1,1,0,1,0,1,49,8025,29,30,0,31
50-64,Center,Married,Secondary,Way below Average,Jewish - Traditional,Female,Not Using,Several times a week,Not Using,Not Using,Several times a month,Not Using,Daily,443,0,1,0,0,1,0,1,63,1063,6,15,0,0
65+,North,Married,Academic,Way Above Average,Jewish - Traditional,Male,Less often,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,444,1,0,0,0,0,0,1,67,18971,0,0,0,3
25-30,Haifa,Single,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Several times a month,Several times a week,Less often,Daily,445,1,1,1,1,1,1,1,25,5131,25,13,5,12
25-30,South,Married,Secondary,Way below Average,Jewish - Secular,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,446,1,1,1,0,1,0,1,27,1253,31,29,0,30
25-30,Haifa,Single,Secondary,Other Responses,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Daily,Not Using,Daily,447,1,1,0,0,1,0,1,28,0,29,29,0,9
65+,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Secular,Male,Less often,Several times a week,Not Using,Not Using,Not Using,Not Using,Daily,448,1,1,0,0,0,0,1,74,5108,0,19,0,2
40-49,Center,Married,Secondary,Way Above Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,449,1,1,0,0,1,0,1,46,19364,31,30,0,30
50-64,South,Divorced/Separated/Widowed/Single Parent,Secondary,Above Average,Jewish - Secular,Female,Daily,Daily,Daily,Several times a month,Several times a month,Less often,Less often,450,1,1,1,1,1,1,1,59,9459,10,30,10,31
40-49,South,Divorced/Separated/Widowed/Single Parent,"Post-secondary (Technician, Engineer, etc.)",Other Responses,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,451,1,1,0,0,0,0,1,44,0,0,30,0,30
25-30,North,Married,Secondary,Way Above Average,Jewish - Traditional,Female,Daily,Not Using,Not Using,Not Using,Daily,Not Using,Daily,452,1,0,0,0,1,0,1,26,14550,30,0,0,31
18-24,Tel Aviv,Single,Secondary,Other Responses,Jewish - Traditional,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,453,1,1,1,1,1,0,1,22,0,29,31,1,31
31-39,Haifa,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Not Using,Daily,454,1,1,1,1,1,0,1,37,102,30,29,29,30
65+,Center,Married,Academic,Above Average,Jewish - Traditional,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,455,1,0,0,0,0,0,1,79,10914,0,0,0,29
18-24,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Orthodox,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Less often,Not Using,456,1,0,0,0,0,1,0,18,3524,0,0,0,11
50-64,North,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Male,Several times a week,Not Using,Not Using,Not Using,Several times a week,Not Using,Daily,457,1,0,0,0,1,0,1,61,3275,19,0,0,26
31-39,Haifa,Married,Academic,Similar to Average,Jewish - Orthodox,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,458,1,0,0,0,0,0,0,35,6637,0,0,0,16
18-24,South,Single,Secondary,Way below Average,Jewish - National Religious,Male,Daily,Daily,Less often,Less often,Daily,Not Using,Daily,459,1,1,1,1,1,0,1,18,2865,30,31,4,29
65+,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Secular,Female,Not Using,Daily,Not Using,Not Using,Not Using,Not Using,Daily,460,0,1,0,0,0,0,1,74,9041,0,30,0,0
31-39,South,Married,Secondary,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,461,1,1,1,1,1,0,1,31,5330,29,31,1,31
18-24,Haifa,Single,Secondary,Other Responses,Jewish - Traditional,Male,Several times a week,Several times a month,Several times a week,Not Using,Several times a week,Not Using,Daily,462,1,1,1,0,1,0,1,24,0,25,8,0,14
25-30,Tel Aviv,Single,Secondary,Above Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Several times a week,Daily,463,1,1,0,0,1,1,1,26,9521,30,29,0,31
40-49,Center,Married,Academic,Similar to Average,Jewish - Orthodox,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,464,1,1,0,0,1,0,1,45,5012,20,29,0,30
25-30,Jerusalem,Single,Secondary,Similar to Average,Jewish - Secular,Female,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,465,1,1,1,0,1,0,1,25,6342,29,12,0,14
18-24,Jerusalem,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - National Religious,Male,Several times a week,Daily,Not Using,Daily,Less often,Not Using,Daily,466,1,1,0,1,1,0,1,22,4616,2,30,31,11
25-30,Center,Single,Secondary,Similar to Average,Jewish - Secular,Female,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,467,1,1,1,0,1,0,1,29,5216,31,13,0,20
25-30,Center,Single,Secondary,Above Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,468,1,1,1,0,1,0,1,25,8339,29,22,0,25
65+,South,Married,Academic,Above Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,469,1,1,0,0,0,0,1,80,9800,0,30,0,31
31-39,Center,Divorced/Separated/Widowed/Single Parent,Academic,below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Less often,Not Using,470,1,1,0,0,1,1,0,37,3661,30,30,0,30
65+,Center,Married,Academic,Above Average,Jewish - Traditional,Male,Daily,Several times a month,Several times a month,Less often,Less often,Not Using,Daily,471,1,1,1,1,1,0,1,80,9751,4,9,1,31
50-64,North,Divorced/Separated/Widowed/Single Parent,Secondary,Way below Average,Jewish - Secular,Male,Several times a month,Not Using,Not Using,Not Using,Daily,Not Using,Daily,472,1,0,0,0,1,0,1,64,1509,31,0,0,9
31-39,Center,Divorced/Separated/Widowed/Single Parent,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Not Using,Not Using,Several times a week,Not Using,Daily,473,1,1,0,0,1,0,1,35,7422,14,11,0,14
31-39,Center,Married,Secondary,Similar to Average,Jewish - Secular,Male,Several times a week,Several times a week,Not Using,Not Using,Not Using,Not Using,Daily,474,1,1,0,0,0,0,1,36,5710,0,13,0,12
40-49,North,Married,Academic,Other Responses,Jewish - Secular,Female,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,475,1,0,0,0,0,0,1,46,0,0,0,0,23
31-39,North,Single,Academic,below Average,Jewish - Orthodox,Female,Several times a month,Less often,Not Using,Not Using,Not Using,Not Using,Daily,476,1,1,0,0,0,0,1,33,4224,0,4,0,8
25-30,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Orthodox,Male,Daily,Daily,Several times a week,Daily,Daily,Several times a week,Daily,477,1,1,1,1,1,1,1,28,7514,31,30,29,29
